user_id,title,title_short,category,final_borda_rank,average_borda_score,total_borda_score,original_position,position_change,is_target,num_trials,original_ndcg_5
A3QEP8B33K5PZW,Left At The Altar (Romantic Traditions) (Silhouette Intimate Moments),Left At The Altar (Romantic Traditions) (Silhouett...,unknown,12,9.75,195.0,0,-12,False,20,0.5
A3QEP8B33K5PZW,Behavioral Science (Board Review),Behavioral Science (Board Review),unknown,13,9.65,193.0,7,-6,False,20,0.5
A3QEP8B33K5PZW,NORO Kids,NORO Kids,unknown,14,9.1,182.0,4,-10,False,20,0.5
A3QEP8B33K5PZW,Fundamentals of Structural Stability,Fundamentals of Structural Stability,unknown,15,8.9,178.0,3,-12,False,20,0.5
A3QEP8B33K5PZW,The Sacrilege of Alan Kent,The Sacrilege of Alan Kent,unknown,16,8.65,173.0,15,-1,False,20,0.5
A3QEP8B33K5PZW,Discovery. Sponsored By the Dan Family of Canada,Discovery. Sponsored By the Dan Family of Canada,unknown,17,8.55,171.0,13,-4,False,20,0.5
A3QEP8B33K5PZW,Lasers and Electro-optics: Fundamentals and Engineering,Lasers and Electro-optics: Fundamentals and Engine...,unknown,18,8.25,165.0,19,1,False,20,0.5
A3QEP8B33K5PZW,Diary of an Insane Woman,Diary of an Insane Woman,unknown,19,8.1,162.0,6,-13,False,20,0.5
A3QEP8B33K5PZW,Gilbert American Flyer S Gauge Operating and Repair Guide,Gilbert American Flyer S Gauge Operating and Repai...,unknown,20,7.45,149.0,8,-12,False,20,0.5
A2C19DLXC6Q26K,Teach Yourself Writing Crime Fiction,Teach Yourself Writing Crime Fiction,unknown,1,13.9,278.0,4,3,False,20,0.0
A2C19DLXC6Q26K,A Trailside Guide: Parents' Guide to Hiking and Camping (Trailside Guides),A Trailside Guide: Parents' Guide to Hiking and Ca...,unknown,2,13.25,265.0,2,0,False,20,0.0
A2C19DLXC6Q26K,How to Use Financial Statements: A Guide to Understanding the Numbers,How to Use Financial Statements: A Guide to Unders...,unknown,3,12.95,259.0,14,11,False,20,0.0
A2C19DLXC6Q26K,Operation Naji (Sean's File),Operation Naji (Sean's File),unknown,4,12.0,240.0,19,15,False,20,0.0
A2C19DLXC6Q26K,Greylands,Greylands,unknown,5,11.85,237.0,10,5,False,20,0.0
A2C19DLXC6Q26K,Inherit the Word (A Cookbook Nook Mystery),Inherit the Word (A Cookbook Nook Mystery),unknown,6,11.6,232.0,16,10,False,20,0.0
A2C19DLXC6Q26K,"Networking for Success: The Art of Establishing Personal Contacts (Fifty-Minute Series,)",Networking for Success: The Art of Establishing Pe...,unknown,7,11.2,224.0,9,2,False,20,0.0
A2C19DLXC6Q26K,Goodman's Five-Star Stories: Sudden Twists,Goodman's Five-Star Stories: Sudden Twists,unknown,8,11.2,224.0,8,0,False,20,0.0
A2C19DLXC6Q26K,Advertising and Integrated Brand Promotion,Advertising and Integrated Brand Promotion,unknown,9,11.1,222.0,15,6,False,20,0.0
A2C19DLXC6Q26K,Just Me and My Mom (A Little Critter Book),Just Me and My Mom (A Little Critter Book),unknown,10,10.95,219.0,7,-3,True,20,0.0
A2C19DLXC6Q26K,Mischief in the Mushroom Patch,Mischief in the Mushroom Patch,unknown,11,10.75,215.0,3,-8,False,20,0.0
A2C19DLXC6Q26K,The Return Of NightFall,The Return Of NightFall,unknown,12,10.4,208.0,1,-11,False,20,0.0
A2C19DLXC6Q26K,Discussing the Da Vinci Code Curriculum Kit : Examining the Issues Raised by the Book and Movie (DVD Included),Discussing the Da Vinci Code Curriculum Kit : Exam...,unknown,13,10.2,204.0,13,0,False,20,0.0
A2C19DLXC6Q26K,In the Self's Place: The Approach of Saint Augustine (Cultural Memory in the Present),In the Self's Place: The Approach of Saint Augusti...,unknown,14,9.8,196.0,5,-9,False,20,0.0
A2C19DLXC6Q26K,Astrological Origins,Astrological Origins,unknown,15,9.3,186.0,12,-3,False,20,0.0
A2C19DLXC6Q26K,The Legend of the Twenty-First North Pole Santa,The Legend of the Twenty-First North Pole Santa,unknown,16,9.2,184.0,6,-10,False,20,0.0
A2C19DLXC6Q26K,North by South: Carlos Barbosa-Lima Plays the Music of Mason Williams (Carlos Barbosa-Lima Guitar Editions),North by South: Carlos Barbosa-Lima Plays the Musi...,unknown,17,9.0,180.0,11,-6,False,20,0.0
A2C19DLXC6Q26K,A Biblical Case for an Old Earth,A Biblical Case for an Old Earth,unknown,18,8.7,174.0,17,-1,False,20,0.0
A2C19DLXC6Q26K,Panzer Divisions 1944–45 (Battle Orders),Panzer Divisions 1944–45 (Battle Orders),unknown,19,7.35,147.0,0,-19,False,20,0.0
A2C19DLXC6Q26K,Ping Pong & Pussy Popping: An Anecdotal History of the Vagina,Ping Pong & Pussy Popping: An Anecdotal History of...,unknown,20,5.3,106.0,18,-2,False,20,0.0
ACJIUMS379G0W,Five Days in Summer,Five Days in Summer,unknown,1,14.7,294.0,18,17,False,20,0.6309297535714575
ACJIUMS379G0W,Hidden,Hidden,unknown,2,13.5,270.0,14,12,True,20,0.6309297535714575
ACJIUMS379G0W,"The Gluten-Free Vegan: 150 Delicious Gluten-Free, Animal-Free Recipes","The Gluten-Free Vegan: 150 Delicious Gluten-Free, ...",unknown,3,13.2,264.0,7,4,False,20,0.6309297535714575
ACJIUMS379G0W,We Would Have Played for Nothing: Baseball Stars of the 1950s and 1960s Talk About the Game They Loved (Baseball Oral History Poject),We Would Have Played for Nothing: Baseball Stars o...,unknown,4,12.55,251.0,1,-3,False,20,0.6309297535714575
ACJIUMS379G0W,The Devil's Dance,The Devil's Dance,unknown,5,11.9,238.0,9,4,False,20,0.6309297535714575
ACJIUMS379G0W,"Dublin’s Merchant-Quaker: Anthony Sharp and the Community of Friends, 1643-1707",Dublin’s Merchant-Quaker: Anthony Sharp and the Co...,unknown,6,11.4,228.0,3,-3,False,20,0.6309297535714575
ACJIUMS379G0W,911 Love: 50 Years of Porsche 911,911 Love: 50 Years of Porsche 911,unknown,7,11.3,226.0,13,6,False,20,0.6309297535714575
ACJIUMS379G0W,"Twilight (The Twilight Saga, Book 1)","Twilight (The Twilight Saga, Book 1)",unknown,8,10.8,216.0,6,-2,False,20,0.6309297535714575
ACJIUMS379G0W,"Frank Lloyd Wright (Architectural Monographs, No. 18)","Frank Lloyd Wright (Architectural Monographs, No. ...",unknown,9,10.75,215.0,10,1,False,20,0.6309297535714575
ACJIUMS379G0W,Paradise Planned: The Garden Suburb and the Modern City,Paradise Planned: The Garden Suburb and the Modern...,unknown,10,10.5,210.0,16,6,False,20,0.6309297535714575
ACJIUMS379G0W,Art of Faulkner's Novels,Art of Faulkner's Novels,unknown,11,10.35,207.0,17,6,False,20,0.6309297535714575
ACJIUMS379G0W,"Roll Over, Rosie","Roll Over, Rosie",unknown,12,10.05,201.0,5,-7,False,20,0.6309297535714575
ACJIUMS379G0W,"Claire, the Loon","Claire, the Loon",unknown,13,9.8,196.0,15,2,False,20,0.6309297535714575
ACJIUMS379G0W,The Expert's Guide to Weight-Loss Surgery: Is it right for me? What happens during surgery? How do I keep the weight off?,The Expert's Guide to Weight-Loss Surgery: Is it r...,unknown,14,9.6,192.0,4,-10,False,20,0.6309297535714575
ACJIUMS379G0W,Simple Principles for a Happy & Healthy Marriage,Simple Principles for a Happy & Healthy Marriage,unknown,15,9.25,185.0,8,-7,False,20,0.6309297535714575
ACJIUMS379G0W,Environmental Microbiology: A Laboratory Manual (Maier and Pepper Set),Environmental Microbiology: A Laboratory Manual (M...,unknown,16,8.8,176.0,11,-5,False,20,0.6309297535714575
ACJIUMS379G0W,Freefall (Love Inspired Suspense),Freefall (Love Inspired Suspense),unknown,17,8.3,166.0,19,2,False,20,0.6309297535714575
ACJIUMS379G0W,The Millennium Shows,The Millennium Shows,unknown,18,8.15,163.0,2,-16,False,20,0.6309297535714575
ACJIUMS379G0W,Classic Scrapbooking,Classic Scrapbooking,unknown,19,7.7,154.0,0,-19,False,20,0.6309297535714575
ACJIUMS379G0W,Metals Handbook: Volume 12: Fractography (Asm Handbook),Metals Handbook: Volume 12: Fractography (Asm Hand...,unknown,20,7.4,148.0,12,-8,False,20,0.6309297535714575
AQ9MMKN1PVHTT,Don't Make a Black Woman Take Off Her Earrings,Don't Make a Black Woman Take Off Her Earrings,unknown,1,14.6,292.0,18,17,True,20,1.0
AQ9MMKN1PVHTT,Do Butterflies Bite?: Fascinating Answers to Questions about Butterflies and Moths,Do Butterflies Bite?: Fascinating Answers to Quest...,unknown,2,13.85,277.0,4,2,False,20,1.0
AQ9MMKN1PVHTT,I Loved Lucy: My Friendship with Lucille Ball,I Loved Lucy: My Friendship with Lucille Ball,unknown,3,13.25,265.0,6,3,False,20,1.0
AQ9MMKN1PVHTT,Islands at the Edge: Preserving the Queen Charlotte Islands Wilderness,Islands at the Edge: Preserving the Queen Charlott...,unknown,4,12.2,244.0,11,7,False,20,1.0
AQ9MMKN1PVHTT,Poetic Knowledge: The Recovery of Education,Poetic Knowledge: The Recovery of Education,unknown,5,12.0,240.0,14,9,False,20,1.0
AQ9MMKN1PVHTT,Natural Alternatives to HRT (Hormone Replacement Therapy) Cookbook : Understanding Estrogen and Food that Benefits Your Health,Natural Alternatives to HRT (Hormone Replacement T...,unknown,6,11.45,229.0,15,9,False,20,1.0
AQ9MMKN1PVHTT,Dancing Bones: Living Lively in the Valley (Women of Faith (Thomas Nelson)),Dancing Bones: Living Lively in the Valley (Women ...,unknown,7,11.35,227.0,3,-4,False,20,1.0
AQ9MMKN1PVHTT,Follow Me I: The Human Element in Leadership,Follow Me I: The Human Element in Leadership,unknown,8,11.15,223.0,13,5,False,20,1.0
AQ9MMKN1PVHTT,Cowboy Poetry: Horse Tracks Through the Sage,Cowboy Poetry: Horse Tracks Through the Sage,unknown,9,11.05,221.0,12,3,False,20,1.0
AQ9MMKN1PVHTT,The Instrument Flight Manual: The Instrument Rating & Beyond (The Flight Manuals Series),The Instrument Flight Manual: The Instrument Ratin...,unknown,10,10.95,219.0,19,9,False,20,1.0
AQ9MMKN1PVHTT,2009 Artist's & Graphic Designer's Market,2009 Artist's & Graphic Designer's Market,unknown,11,10.05,201.0,2,-9,False,20,1.0
AQ9MMKN1PVHTT,Rochester Neighborhoods (NY) (Images of America),Rochester Neighborhoods (NY) (Images of America),unknown,12,10.0,200.0,10,-2,False,20,1.0
AQ9MMKN1PVHTT,Longman American History Atlas,Longman American History Atlas,unknown,13,9.65,193.0,7,-6,False,20,1.0
AQ9MMKN1PVHTT,"Sandman Mystery Theatre, Vol. 8: The Blackhawk and the Return of the Scarlet Ghost","Sandman Mystery Theatre, Vol. 8: The Blackhawk and...",unknown,14,9.6,192.0,17,3,False,20,1.0
AQ9MMKN1PVHTT,Vampire Quest: Part One,Vampire Quest: Part One,unknown,15,9.6,192.0,5,-10,False,20,1.0
AQ9MMKN1PVHTT,Massive Prayer Adventure,Massive Prayer Adventure,unknown,16,8.9,178.0,1,-15,False,20,1.0
AQ9MMKN1PVHTT,A Mind That Found Itself,A Mind That Found Itself,unknown,17,8.15,163.0,8,-9,False,20,1.0
AQ9MMKN1PVHTT,1807 Georgia Land Lottery Fortunate Drawers and Grantees,1807 Georgia Land Lottery Fortunate Drawers and Gr...,unknown,18,7.7,154.0,9,-9,False,20,1.0
AQ9MMKN1PVHTT,The Elizabethan Journals Two Volume Set: Being a Record of Those Things Most Talked of During the Years 1591-1597 and 1598-1603,The Elizabethan Journals Two Volume Set: Being a R...,unknown,19,7.35,147.0,16,-3,False,20,1.0
AQ9MMKN1PVHTT,The Medium Pkw of the German Wehrmacht 1937-1945 (Schiffer Military History),The Medium Pkw of the German Wehrmacht 1937-1945 (...,unknown,20,7.15,143.0,0,-20,False,20,1.0
A13BN1VDQR2EEI,Every Breath She Takes,Every Breath She Takes,unknown,1,14.55,291.0,17,16,False,20,0.0
A13BN1VDQR2EEI,Ride of a Lifetime: The Sandy Hawley Story,Ride of a Lifetime: The Sandy Hawley Story,unknown,2,14.0,280.0,15,13,False,20,0.0
A13BN1VDQR2EEI,Being the Parent YOU Want to Be: 12 Communication Skills for Effective Parenting,Being the Parent YOU Want to Be: 12 Communication ...,unknown,3,13.45,269.0,2,-1,False,20,0.0
A13BN1VDQR2EEI,Rip It!: How to Deconstruct and Reconstruct the Clothes of Your Dreams,Rip It!: How to Deconstruct and Reconstruct the Cl...,unknown,4,13.25,265.0,19,15,False,20,0.0
A13BN1VDQR2EEI,Continents Apart,Continents Apart,unknown,5,13.1,262.0,0,-5,False,20,0.0
A13BN1VDQR2EEI,Taking the High Road: A Guide to Effective and Legal Employment Practices for Nonprofits - 2nd Edition,Taking the High Road: A Guide to Effective and Leg...,unknown,6,12.55,251.0,1,-5,False,20,0.0
A13BN1VDQR2EEI,Bestiary,Bestiary,unknown,7,12.55,251.0,8,1,False,20,0.0
A13BN1VDQR2EEI,Watchlist: Two Serial Thrillers in One Killer Book,Watchlist: Two Serial Thrillers in One Killer Book,unknown,8,11.65,233.0,3,-5,False,20,0.0
A13BN1VDQR2EEI,The Erotic Writings of Unobtainable,The Erotic Writings of Unobtainable,unknown,9,10.65,213.0,7,-2,False,20,0.0
A13BN1VDQR2EEI,"Be Strong, Be Tough, Be Smart","Be Strong, Be Tough, Be Smart",unknown,10,10.4,208.0,9,-1,False,20,0.0
A13BN1VDQR2EEI,"Civil Procedure, Third Edition (Aspen Student Treatise) (Aspen Student Treatise Series)","Civil Procedure, Third Edition (Aspen Student Trea...",unknown,11,9.9,198.0,5,-6,False,20,0.0
A13BN1VDQR2EEI,Alice In Wonderland (Children's Audio Classics),Alice In Wonderland (Children's Audio Classics),unknown,12,9.6,192.0,13,1,False,20,0.0
A13BN1VDQR2EEI,angelina's pop-up dancing school,angelina's pop-up dancing school,unknown,13,9.5,190.0,6,-7,False,20,0.0
A13BN1VDQR2EEI,Content Area Reading: Literacy and Learning Across the Curriculum (7th Edition),Content Area Reading: Literacy and Learning Across...,unknown,14,9.35,187.0,11,-3,False,20,0.0
A13BN1VDQR2EEI,Beowulf: The Monsters and the Critics,Beowulf: The Monsters and the Critics,unknown,15,8.55,171.0,10,-5,False,20,0.0
A13BN1VDQR2EEI,Complex Analysis (Undergraduate Texts in Mathamatics),Complex Analysis (Undergraduate Texts in Mathamati...,unknown,16,8.3,166.0,14,-2,False,20,0.0
A13BN1VDQR2EEI,Use (Forbidden),Use (Forbidden),unknown,17,8.3,166.0,16,-1,True,20,0.0
A13BN1VDQR2EEI,Deeksha: The Fire from Heaven,Deeksha: The Fire from Heaven,unknown,18,8.15,163.0,12,-6,False,20,0.0
A13BN1VDQR2EEI,Rhymes for Children: Story/Stickerbook,Rhymes for Children: Story/Stickerbook,unknown,19,8.0,160.0,4,-15,False,20,0.0
A13BN1VDQR2EEI,PROGRAMMABLE LOGIC CONT.LAB MA,PROGRAMMABLE LOGIC CONT.LAB MA,unknown,20,4.2,84.0,18,-2,False,20,0.0
A350GEFDEOIP4T,Lead for God's Sake,Lead for God's Sake,unknown,1,17.95,359.0,7,6,True,20,1.0
A350GEFDEOIP4T,A Piece of the World,A Piece of the World,unknown,2,15.85,317.0,14,12,False,20,1.0
A350GEFDEOIP4T,Scott Kelby's Digital Photography Boxed Set: The Step by Step Secrets for How to Make Your Own Photos Look Like the Pro's; Volumes 1 and 2,Scott Kelby's Digital Photography Boxed Set: The S...,unknown,3,13.45,269.0,8,5,False,20,1.0
A350GEFDEOIP4T,Explore Coorg - the Scotland of India,Explore Coorg - the Scotland of India,unknown,4,11.25,225.0,3,-1,False,20,1.0
A350GEFDEOIP4T,Mortal Dilemmas,Mortal Dilemmas,unknown,5,11.2,224.0,9,4,False,20,1.0
A350GEFDEOIP4T,"Mess at Loch Ness (Kid Carmel Private Investigator, Book #3)",Mess at Loch Ness (Kid Carmel Private Investigator...,unknown,6,11.1,222.0,13,7,False,20,1.0
A350GEFDEOIP4T,Tuscan Food & Folklore (Food & Folklore),Tuscan Food & Folklore (Food & Folklore),unknown,7,11.05,221.0,16,9,False,20,1.0
A350GEFDEOIP4T,La Ley de Atraccion: Conceptos Basicos de las Ensenanzas de Abraham,La Ley de Atraccion: Conceptos Basicos de las Ense...,unknown,8,10.3,206.0,2,-6,False,20,1.0
A350GEFDEOIP4T,My Wicked Enchantress,My Wicked Enchantress,unknown,9,10.2,204.0,1,-8,False,20,1.0
A350GEFDEOIP4T,Cayman Sites & Insights An Eco-Heritage Guide to the Cayman Islands,Cayman Sites & Insights An Eco-Heritage Guide to t...,unknown,10,10.2,204.0,12,2,False,20,1.0
A350GEFDEOIP4T,Am I a Good Girl Yet?: Childhood Abuse had Shattered Her. What Would it Take to Make Her Whole?,Am I a Good Girl Yet?: Childhood Abuse had Shatter...,unknown,11,10.1,202.0,15,4,False,20,1.0
A350GEFDEOIP4T,Blink,Blink,unknown,12,9.95,199.0,5,-7,False,20,1.0
A350GEFDEOIP4T,The Day of the Knights: A modern epic tale pitting the evil of a homophobic religious-fanatic serial killer against the good of a noble inner city American and hero of 9/ll.,The Day of the Knights: A modern epic tale pittin...,unknown,13,9.7,194.0,19,6,False,20,1.0
A350GEFDEOIP4T,Little Women ~ Whitman Classics #1605,Little Women ~ Whitman Classics #1605,unknown,14,9.7,194.0,10,-4,False,20,1.0
A350GEFDEOIP4T,Spike it,Spike it,unknown,15,8.65,173.0,11,-4,False,20,1.0
A350GEFDEOIP4T,Complementary and Alternative Veterinary Medicine Considered,Complementary and Alternative Veterinary Medicine ...,unknown,16,8.55,171.0,18,2,False,20,1.0
A350GEFDEOIP4T,Lawyers' Book of Days,Lawyers' Book of Days,unknown,17,8.05,161.0,4,-13,False,20,1.0
A350GEFDEOIP4T,Giles Goat-Boy (Anchor Literary Library),Giles Goat-Boy (Anchor Literary Library),unknown,18,8.05,161.0,17,-1,False,20,1.0
A350GEFDEOIP4T,"An Album of Postludes, Seven Pieces for Organ","An Album of Postludes, Seven Pieces for Organ",unknown,19,7.85,157.0,6,-13,False,20,1.0
A350GEFDEOIP4T,Chichewa For English Speakers,Chichewa For English Speakers,unknown,20,6.85,137.0,0,-20,False,20,1.0
AESQGRVP7A2O9,"Encyclopedia of Weird Westerns: Supernatural and Science Fiction Elements in Novels, Pulps, Comics, Films, Television and Games",Encyclopedia of Weird Westerns: Supernatural and S...,unknown,1,17.4,348.0,16,15,True,20,1.0
AESQGRVP7A2O9,Children of the Seventh Fire: An Ancient Prophecy for Modern Times,Children of the Seventh Fire: An Ancient Prophecy ...,unknown,2,15.65,313.0,13,11,False,20,1.0
AESQGRVP7A2O9,Life in The Faith Lane,Life in The Faith Lane,unknown,3,13.2,264.0,10,7,False,20,1.0
AESQGRVP7A2O9,A Perfect Scoundrel (Lords of Love),A Perfect Scoundrel (Lords of Love),unknown,4,12.9,258.0,12,8,False,20,1.0
AESQGRVP7A2O9,Financial Independence,Financial Independence,unknown,5,12.35,247.0,14,9,False,20,1.0
AESQGRVP7A2O9,The Trial of Jack the Ripper: The Case of William Bury (1859-89),The Trial of Jack the Ripper: The Case of William ...,unknown,6,12.0,240.0,15,9,False,20,1.0
AESQGRVP7A2O9,Let a Shepherd Be Your Guide,Let a Shepherd Be Your Guide,unknown,7,11.85,237.0,9,2,False,20,1.0
AESQGRVP7A2O9,Italian Dreams,Italian Dreams,unknown,8,11.7,234.0,11,3,False,20,1.0
AESQGRVP7A2O9,Blood Betrayal,Blood Betrayal,unknown,9,11.55,231.0,3,-6,False,20,1.0
AESQGRVP7A2O9,Fundamentals of Orthopaedics,Fundamentals of Orthopaedics,unknown,10,9.6,192.0,4,-6,False,20,1.0
AESQGRVP7A2O9,"The World of Salt Shakers: Antique & Art Glass Value Guide, Vol. 2, 2nd Edition",The World of Salt Shakers: Antique & Art Glass Val...,unknown,11,9.4,188.0,0,-11,False,20,1.0
AESQGRVP7A2O9,The Axioms Of Descriptive Geometry (Cambridge Tracts in Mathematics and Mathematical Physics),The Axioms Of Descriptive Geometry (Cambridge Trac...,unknown,12,9.4,188.0,1,-11,False,20,1.0
AESQGRVP7A2O9,The Fall of the Angel Nathalie,The Fall of the Angel Nathalie,unknown,13,9.1,182.0,7,-6,False,20,1.0
AESQGRVP7A2O9,The Highbush Blueberry and Its Management,The Highbush Blueberry and Its Management,unknown,14,9.0,180.0,19,5,False,20,1.0
AESQGRVP7A2O9,The Organization Man,The Organization Man,unknown,15,8.7,174.0,17,2,False,20,1.0
AESQGRVP7A2O9,Commodity Fundamentals,Commodity Fundamentals,unknown,16,7.65,153.0,18,2,False,20,1.0
AESQGRVP7A2O9,Cash For Gold Secrets Revealed,Cash For Gold Secrets Revealed,unknown,17,7.5,150.0,2,-15,False,20,1.0
AESQGRVP7A2O9,Gary Renard 2009 Workshop Audio Book,Gary Renard 2009 Workshop Audio Book,unknown,18,7.35,147.0,6,-12,False,20,1.0
AESQGRVP7A2O9,Teología bíblica del Nuevo Testamento (Spanish Edition),Teología bíblica del Nuevo Testamento (Spanish Edi...,unknown,19,6.95,139.0,8,-11,False,20,1.0
AESQGRVP7A2O9,"Cracking the NEW SAT with Sample Tests on CD-ROM, 2005 Edition (College Test Prep)","Cracking the NEW SAT with Sample Tests on CD-ROM, ...",unknown,20,6.75,135.0,5,-15,False,20,1.0
A3MH8UVSALEQPW,Vulture Peak (Sonchai Jitpleecheep Book 5),Vulture Peak (Sonchai Jitpleecheep Book 5),unknown,1,15.45,309.0,15,14,False,20,0.43067655807339306
A3MH8UVSALEQPW,What I Wish I'd Known in High School,What I Wish I'd Known in High School,unknown,2,14.35,287.0,3,1,False,20,0.43067655807339306
A3MH8UVSALEQPW,Emma's Story,Emma's Story,unknown,3,14.15,283.0,13,10,False,20,0.43067655807339306
A3MH8UVSALEQPW,NP Certification Exam Review & Advanced Practice Update,NP Certification Exam Review & Advanced Practice U...,unknown,4,13.45,269.0,5,1,True,20,0.43067655807339306
A3MH8UVSALEQPW,The Obsession,The Obsession,unknown,5,12.3,246.0,7,2,False,20,0.43067655807339306
A3MH8UVSALEQPW,Angel Falling Softly,Angel Falling Softly,unknown,6,11.65,233.0,14,8,False,20,0.43067655807339306
A3MH8UVSALEQPW,"George S. Kaufman: His Life, His Theater","George S. Kaufman: His Life, His Theater",unknown,7,11.65,233.0,17,10,False,20,0.43067655807339306
A3MH8UVSALEQPW,"Tough Questions, Great Answers: Responding to Patient Concerns About Today's Dentistry","Tough Questions, Great Answers: Responding to Pati...",unknown,8,11.4,228.0,6,-2,False,20,0.43067655807339306
A3MH8UVSALEQPW,Millennium Star Atlas: An All-Sky Atlas Comprising One Million Stars to Visual Magnitude Eleven from the Hipparcos and Tycho Catalogues and Ten Thousand Nonstellar Objects,Millennium Star Atlas: An All-Sky Atlas Comprising...,unknown,9,11.05,221.0,1,-8,False,20,0.43067655807339306
A3MH8UVSALEQPW,The Art of Fashion Draping 3rd edition,The Art of Fashion Draping 3rd edition,unknown,10,10.75,215.0,0,-10,False,20,0.43067655807339306
A3MH8UVSALEQPW,New Shanghai Cuisine: Bridging the Old and the New (Mc Cuisine),New Shanghai Cuisine: Bridging the Old and the New...,unknown,11,10.75,215.0,2,-9,False,20,0.43067655807339306
A3MH8UVSALEQPW,Bottles and Bottle Collecting (Shire Library),Bottles and Bottle Collecting (Shire Library),unknown,12,10.3,206.0,16,4,False,20,0.43067655807339306
A3MH8UVSALEQPW,A Randall Thanksgiving,A Randall Thanksgiving,unknown,13,9.25,185.0,9,-4,False,20,0.43067655807339306
A3MH8UVSALEQPW,Rivers: Through the Eyes of a Blind Dog: Through the Eyes of a Blind Sled Dog,Rivers: Through the Eyes of a Blind Dog: Through t...,unknown,14,9.15,183.0,18,4,False,20,0.43067655807339306
A3MH8UVSALEQPW,IRS Enrolled Agent Exam Study Guide 2013-2014,IRS Enrolled Agent Exam Study Guide 2013-2014,unknown,15,9.15,183.0,11,-4,False,20,0.43067655807339306
A3MH8UVSALEQPW,Accelerated Financial Closing with SAP,Accelerated Financial Closing with SAP,unknown,16,9.0,180.0,8,-8,False,20,0.43067655807339306
A3MH8UVSALEQPW,Scotlands Books: The Penguin History Of Scottish Literature,Scotlands Books: The Penguin History Of Scottish L...,unknown,17,8.25,165.0,12,-5,False,20,0.43067655807339306
A3MH8UVSALEQPW,Monster Party (Glitter Tattoos),Monster Party (Glitter Tattoos),unknown,18,6.85,137.0,19,1,False,20,0.43067655807339306
A3MH8UVSALEQPW,With the Judeans in the Palestine Campaign (Classic Reprint),With the Judeans in the Palestine Campaign (Classi...,unknown,19,6.2,124.0,4,-15,False,20,0.43067655807339306
A3MH8UVSALEQPW,'68 (Siete Cuentos) (Spanish Edition),'68 (Siete Cuentos) (Spanish Edition),unknown,20,4.9,98.0,10,-10,False,20,0.43067655807339306
A1PGOZ432LWV2F,"Mastering Lean Product Development: A Practical, Event-Driven Process for Maximizing Speed, Profits, and Quality","Mastering Lean Product Development: A Practical, E...",unknown,1,17.45,349.0,5,4,False,20,0.43067655807339306
A1PGOZ432LWV2F,Hardware Interfacing with RobotBASIC,Hardware Interfacing with RobotBASIC,unknown,2,15.6,312.0,13,11,False,20,0.43067655807339306
A1PGOZ432LWV2F,On Histories and Stories: Selected Essays,On Histories and Stories: Selected Essays,unknown,3,13.85,277.0,15,12,False,20,0.43067655807339306
A1PGOZ432LWV2F,Mustang 1964 1/2 - 73 Restoration Guide (Motorbooks Workshop),Mustang 1964 1/2 - 73 Restoration Guide (Motorbook...,unknown,4,11.55,231.0,9,5,False,20,0.43067655807339306
A1PGOZ432LWV2F,Fruit (First Discovery Series),Fruit (First Discovery Series),unknown,5,11.3,226.0,2,-3,False,20,0.43067655807339306
A1PGOZ432LWV2F,Harry Potter Poster Collection: The Quintessential Images (Insights Poster Collections),Harry Potter Poster Collection: The Quintessential...,unknown,6,11.1,222.0,4,-2,False,20,0.43067655807339306
A1PGOZ432LWV2F,Jesus: The Greatest Life of All (Great Lives from God s Word),Jesus: The Greatest Life of All (Great Lives from ...,unknown,7,10.9,218.0,19,12,False,20,0.43067655807339306
A1PGOZ432LWV2F,Influx,Influx,unknown,8,10.9,218.0,8,0,True,20,0.43067655807339306
A1PGOZ432LWV2F,Alice Faye: A Bio-Bibliography (Bio-Bibliographies in the Performing Arts),Alice Faye: A Bio-Bibliography (Bio-Bibliographies...,unknown,9,10.6,212.0,3,-6,False,20,0.43067655807339306
A1PGOZ432LWV2F,The Secret of Spring,The Secret of Spring,unknown,10,10.55,211.0,16,6,False,20,0.43067655807339306
A1PGOZ432LWV2F,Isabella: The Belle of Ironwood,Isabella: The Belle of Ironwood,unknown,11,10.2,204.0,0,-11,False,20,0.43067655807339306
A1PGOZ432LWV2F,The Electronic Physician: Guidelines for Implementing a Paperless Practice,The Electronic Physician: Guidelines for Implement...,unknown,12,10.1,202.0,10,-2,False,20,0.43067655807339306
A1PGOZ432LWV2F,Leo's Birds,Leo's Birds,unknown,13,10.0,200.0,6,-7,False,20,0.43067655807339306
A1PGOZ432LWV2F,The Food Lovers FAT LOSS SYSTEM ~ Million Meals Menu Planner,The Food Lovers FAT LOSS SYSTEM ~ Million Meals Me...,unknown,14,8.9,178.0,17,3,False,20,0.43067655807339306
A1PGOZ432LWV2F,Dreamsongs: Volume II,Dreamsongs: Volume II,unknown,15,8.5,170.0,18,3,False,20,0.43067655807339306
A1PGOZ432LWV2F,April Monthly Idea Book,April Monthly Idea Book,unknown,16,8.35,167.0,1,-15,False,20,0.43067655807339306
A1PGOZ432LWV2F,"First Start Reading, Book B","First Start Reading, Book B",unknown,17,8.1,162.0,14,-3,False,20,0.43067655807339306
A1PGOZ432LWV2F,Linux Email,Linux Email,unknown,18,7.9,158.0,11,-7,False,20,0.43067655807339306
A1PGOZ432LWV2F,Death in the Dorm (Choose Your Own Adventure No. 171),Death in the Dorm (Choose Your Own Adventure No. 1...,unknown,19,7.15,143.0,12,-7,False,20,0.43067655807339306
